Award Year,Category,Category Full Name,Date Awarded,Laureate Name,Known Name,Gender,Birth Date,Birth Place,Birth Country,Birth Continent,Identification,Motivation,Prize Amount,Prize Amount Adjusted
1987,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1987-10-21,Robert M. Solow,Robert M. Solow,male,1924-08-23,"Brooklyn, NY",USA,North America,701,for his contributions to the theory of economic growth,2175000,4842453
1987,Literature,The Nobel Prize in Literature,1987-10-22,Joseph Brodsky,Joseph Brodsky,male,1940-05-24,Leningrad,USSR,Europe,664,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",2175000,4842453
1987,Peace,The Nobel Peace Prize,1987-10-13,Oscar Arias Sánchez,Oscar Arias Sánchez,male,1940-09-13,Heredia,Costa Rica,North America,549,for his work for lasting peace in Central America,2175000,4842453
1987,Physics,The Nobel Prize in Physics,1987-10-14,J. Georg Bednorz,J. Georg Bednorz,male,1950-05-16,Neuenkirchen,West Germany,Europe,130,for their important break-through in the discovery of superconductivity in ceramic materials,2175000,4842453
1987,Physics,The Nobel Prize in Physics,1987-10-14,K. Alexander Müller,K. Alex Müller,male,1927-04-20,Basel,Switzerland,Europe,131,for their important break-through in the discovery of superconductivity in ceramic materials,2175000,4842453
1987,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1987-10-12,Susumu Tonegawa,Susumu Tonegawa,male,1939-09-05,Nagoya,Japan,Asia,436,for his discovery of the genetic principle for generation of antibody diversity,2175000,4842453
1988,Chemistry,The Nobel Prize in Chemistry,1988-10-19,Johann Deisenhofer,Johann Deisenhofer,male,1943-09-30,Zusamaltheim,Germany,Europe,270,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,5262636
1988,Chemistry,The Nobel Prize in Chemistry,1988-10-19,Robert Huber,Robert Huber,male,1937-02-20,Munich,Germany,Europe,271,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,5262636
1988,Chemistry,The Nobel Prize in Chemistry,1988-10-19,Hartmut Michel,Hartmut Michel,male,1948-07-18,Ludwigsburg,West Germany,Europe,272,for the determination of the three-dimensional structure of a photosynthetic reaction centre,2500000,5262636
1988,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1988-10-18,Maurice Allais,Maurice Allais,male,1911-05-31,Paris,France,Europe,702,for his pioneering contributions to the theory of markets and efficient utilization of resources,2500000,5262636
1988,Literature,The Nobel Prize in Literature,1988-10-13,Naguib Mahfouz,Naguib Mahfouz,male,1911-12-11,Cairo,Egypt,Africa,665,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",2500000,5262636
1988,Peace,The Nobel Peace Prize,1988-09-29,,N/A,Unknown,Unknown,Unknown,Unknown,Unknown,550,for preventing armed clashes and creating conditions for negotiations,2500000,5262636
1988,Physics,The Nobel Prize in Physics,1988-10-19,Leon M. Lederman,Leon M. Lederman,male,1922-07-15,"New York, NY",USA,North America,132,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,2500000,5262636
1988,Physics,The Nobel Prize in Physics,1988-10-19,Melvin Schwartz,Melvin Schwartz,male,1932-11-02,"New York, NY",USA,North America,133,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,2500000,5262636
1988,Physics,The Nobel Prize in Physics,1988-10-19,Jack Steinberger,Jack Steinberger,male,1921-05-25,Bad Kissingen,Germany,Europe,134,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,2500000,5262636
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1988-10-17,Sir James W. Black,Sir James W. Black,male,1924-06-14,Uddingston,Scotland,Europe,437,for their discoveries of important principles for drug treatment,2500000,5262636
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1988-10-17,Gertrude B. Elion,Gertrude B. Elion,female,1918-01-23,"New York, NY",USA,North America,438,for their discoveries of important principles for drug treatment,2500000,5262636
1988,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1988-10-17,George H. Hitchings,George H. Hitchings,male,1905-04-18,"Hoquiam, WA",USA,North America,439,for their discoveries of important principles for drug treatment,2500000,5262636
1989,Chemistry,The Nobel Prize in Chemistry,1989-10-12,Sidney Altman,Sidney Altman,male,1939-05-07,Montreal,Canada,North America,273,for their discovery of catalytic properties of RNA,3000000,5938490
1989,Chemistry,The Nobel Prize in Chemistry,1989-10-12,Thomas R. Cech,Thomas R. Cech,male,1947-12-08,"Chicago, IL",USA,North America,274,for their discovery of catalytic properties of RNA,3000000,5938490
1989,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1989-10-11,Trygve Haavelmo,Trygve Haavelmo,male,1911-12-13,Skedsmo,Norway,Europe,703,for his clarification of the probability theory foundations of econometrics and his analyses of simultaneous economic structures,3000000,5938490
1989,Literature,The Nobel Prize in Literature,1989-10-09,Camilo José Cela,Camilo José Cela,male,1916-05-11,Iria Flavia,Spain,Europe,666,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",3000000,5938490
1989,Peace,The Nobel Peace Prize,1989-10-05,The 14th Dalai Lama (Tenzin Gyatso),The 14th Dalai Lama,male,1935-07-06,Taktser,Tibet,Asia,551,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,3000000,5938490
1989,Physics,The Nobel Prize in Physics,1989-10-12,Norman F. Ramsey,Norman F. Ramsey,male,1915-08-27,"Washington, D.C.",USA,North America,135,for the invention of the separated oscillatory fields method and its use in the hydrogen maser and other atomic clocks,3000000,5938490
1989,Physics,The Nobel Prize in Physics,1989-10-12,Hans G. Dehmelt,Hans G. Dehmelt,male,1922-09-09,Görlitz,Prussia,Europe,136,for the development of the ion trap technique,3000000,5938490
1989,Physics,The Nobel Prize in Physics,1989-10-12,Wolfgang Paul,Wolfgang Paul,male,1913-08-10,Lorenzkirch,Germany,Europe,137,for the development of the ion trap technique,3000000,5938490
1989,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1989-10-09,J. Michael Bishop,J. Michael Bishop,male,1936-02-22,"York, PA",USA,North America,440,for their discovery of the cellular origin of retroviral oncogenes,3000000,5938490
1989,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1989-10-09,Harold E. Varmus,Harold E. Varmus,male,1939-12-18,"Oceanside, NY",USA,North America,441,for their discovery of the cellular origin of retroviral oncogenes,3000000,5938490
1990,Chemistry,The Nobel Prize in Chemistry,1990-10-17,Elias James Corey,Elias James Corey,male,1928-07-12,"Methuen, MA",USA,North America,275,for his development of the theory and methodology of organic synthesis,4000000,7169620
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1990-10-16,Harry M. Markowitz,Harry M. Markowitz,male,1927-08-24,"Chicago, IL",USA,North America,704,for their pioneering work in the theory of financial economics,4000000,7169620
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1990-10-16,Merton H. Miller,Merton H. Miller,male,1923-05-16,"Boston, MA",USA,North America,705,for their pioneering work in the theory of financial economics,4000000,7169620
1990,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1990-10-16,William F. Sharpe,William F. Sharpe,male,1934-06-16,"Boston, MA",USA,North America,706,for their pioneering work in the theory of financial economics,4000000,7169620
1990,Literature,The Nobel Prize in Literature,1990-10-11,Octavio Paz,Octavio Paz,male,1914-03-31,Mexico City,Mexico,North America,667,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",4000000,7169620
1990,Peace,The Nobel Peace Prize,1990-10-15,Mikhail Sergeyevich Gorbachev,Mikhail Gorbachev,male,1931-03-02,Privolnoye,USSR,Europe,552,for the leading role he played in the radical changes in East-West relations,4000000,7169620
1990,Physics,The Nobel Prize in Physics,1990-10-17,Jerome I. Friedman,Jerome I. Friedman,male,1930-03-28,"Chicago, IL",USA,North America,138,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",4000000,7169620
1990,Physics,The Nobel Prize in Physics,1990-10-17,Henry W. Kendall,Henry W. Kendall,male,1926-12-09,"Boston, MA",USA,North America,139,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",4000000,7169620
1990,Physics,The Nobel Prize in Physics,1990-10-17,Richard E. Taylor,Richard E. Taylor,male,1929-11-02,"Medicine Hat, Alberta",Canada,North America,140,"for their pioneering investigations concerning deep inelastic scattering of electrons on protons and bound neutrons, which have been of essential importance for the development of the quark model in particle physics",4000000,7169620
1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1990-10-08,Joseph E. Murray,Joseph E. Murray,male,1919-04-01,"Milford, MA",USA,North America,442,for their discoveries concerning organ and cell transplantation in the treatment of human disease,4000000,7169620
1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1990-10-08,E. Donnall Thomas,E. Donnall Thomas,male,1920-03-15,"Mart, TX",USA,North America,443,for their discoveries concerning organ and cell transplantation in the treatment of human disease,4000000,7169620
1991,Chemistry,The Nobel Prize in Chemistry,1991-10-16,Richard R. Ernst,Richard R. Ernst,male,1933-08-14,Winterthur,Switzerland,Europe,276,for his contributions to the development of the methodology of high resolution nuclear magnetic resonance (NMR) spectroscopy,6000000,9825752
1991,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1991-10-15,Ronald H. Coase,Ronald H. Coase,male,1910-12-29,Willesden,United Kingdom,Europe,707,for his discovery and clarification of the significance of transaction costs and property rights for the institutional structure and functioning of the economy,6000000,9825752
1991,Literature,The Nobel Prize in Literature,1991-10-03,Nadine Gordimer,Nadine Gordimer,female,1923-11-20,Springs,South Africa,Africa,668,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,6000000,9825752
1991,Peace,The Nobel Peace Prize,1991-10-14,Aung San Suu Kyi,Aung San Suu Kyi,female,1945-06-19,Rangoon,Burma,Asia,553,for her non-violent struggle for democracy and human rights,6000000,9825752
1991,Physics,The Nobel Prize in Physics,1991-10-16,Pierre-Gilles de Gennes,Pierre-Gilles de Gennes,male,1932-10-24,Paris,France,Europe,141,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",6000000,9825752
1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1991-10-07,Erwin Neher,Erwin Neher,male,1944-03-20,Landsberg,Germany,Europe,444,for their discoveries concerning the function of single ion channels in cells,6000000,9825752
1991,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1991-10-07,Bert Sakmann,Bert Sakmann,male,1942-06-12,Stuttgart,Germany,Europe,445,for their discoveries concerning the function of single ion channels in cells,6000000,9825752
1992,Chemistry,The Nobel Prize in Chemistry,1992-10-14,Rudolph A. Marcus,Rudolph A. Marcus,male,1923-07-21,Montreal,Canada,North America,277,for his contributions to the theory of electron transfer reactions in chemical systems,6500000,10403919
1992,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1992-10-13,Gary S. Becker,Gary Becker,male,1930-12-02,"Pottsville, PA",USA,North America,708,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",6500000,10403919
1992,Literature,The Nobel Prize in Literature,1992-10-08,Derek Walcott,Derek Walcott,male,1930-01-23,Castries,Saint Lucia,North America,669,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",6500000,10403919
1992,Peace,The Nobel Peace Prize,1992-10-16,Rigoberta Menchú Tum,Rigoberta Menchú Tum,female,1959-01-09,Aldea Chimel,Guatemala,North America,554,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,6500000,10403919
